id,dist_name,city_id
1,松山區,2
2,信義區,2
3,大安區,2
4,中山區,2
5,中正區,2
6,大同區,2
7,萬華區,2
8,文山區,2
9,南港區,2
10,內湖區,2
11,士林區,2
12,北投區,2
